"transit_timestamp","station_complex","borough","payment_method","fare_class_category","ridership","transfers","Georeference"
"09/01/2025 04:00:00 PM","59 St-Columbus Circle (A,B,C,D,1)","Manhattan","metrocard","Metrocard - Full Fare","82","3","POINT (-73.981735 40.768295)"
"09/01/2025 04:00:00 PM","59 St-Columbus Circle (A,B,C,D,1)","Manhattan","omny","OMNY - Other","25","0","POINT (-73.981735 40.768295)"
"09/01/2025 04:00:00 PM","New Utrecht Av (N)/62 St (D)","Brooklyn","metrocard","Metrocard - Fair Fare","2","0","POINT (-73.99635 40.624844)"
"09/01/2025 04:00:00 PM","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","Queens","metrocard","Metrocard - Fair Fare","26","0","POINT (-73.891335 40.74685)"
"09/01/2025 04:00:00 PM","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","Queens","omny","OMNY - Seniors & Disability","105","12","POINT (-73.891335 40.74685)"
"09/01/2025 04:00:00 PM","Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)","Brooklyn","omny","OMNY - Full Fare","1,436","26","POINT (-73.97689 40.68446)"
"09/01/2025 04:00:00 PM","Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","Manhattan","metrocard","Metrocard - Seniors & Disability","4","0","POINT (-73.99466 40.725914)"
"09/01/2025 04:00:00 PM","Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","Manhattan","omny","OMNY - Other","10","0","POINT (-73.99466 40.725914)"
"09/01/2025 04:00:00 PM","Canal St (J,N,Q,R,W,Z,6)","Manhattan","omny","OMNY - Fair Fare","75","4","POINT (-73.99989 40.71953)"
"09/01/2025 04:00:00 PM","Franklin Av (C,S)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","10","0","POINT (-73.95685 40.68138)"
"09/01/2025 04:00:00 PM","Lorimer St (L)/Metropolitan Av (G)","Brooklyn","omny","OMNY - Fair Fare","12","0","POINT (-73.95027 40.71406)"
"09/01/2025 04:00:00 PM","Myrtle-Wyckoff Avs (L,M)","Brooklyn","omny","OMNY - Fair Fare","19","2","POINT (-73.91158 40.699814)"
"09/01/2025 04:00:00 PM","South Ferry (1)/Whitehall St (R,W)","Manhattan","omny","OMNY - Other","23","1","POINT (-74.013664 40.70207)"
"09/01/2025 04:00:00 PM","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","31","4","POINT (-73.98594 40.692337)"
"09/01/2025 04:00:00 PM","71 St (D)","Brooklyn","omny","OMNY - Seniors & Disability","6","0","POINT (-73.99886 40.61959)"
"09/01/2025 04:00:00 PM","79 St (D)","Brooklyn","metrocard","Metrocard - Full Fare","4","0","POINT (-74.00061 40.613503)"
"09/01/2025 04:00:00 PM","79 St (D)","Brooklyn","omny","OMNY - Fair Fare","4","0","POINT (-74.00061 40.613503)"
"09/01/2025 04:00:00 PM","18 Av (D)","Brooklyn","metrocard","Metrocard - Fair Fare","3","0","POINT (-74.00174 40.607952)"
"09/01/2025 04:00:00 PM","20 Av (D)","Brooklyn","metrocard","Metrocard - Other","4","0","POINT (-73.99817 40.604557)"
"09/01/2025 04:00:00 PM","20 Av (D)","Brooklyn","omny","OMNY - Fair Fare","2","0","POINT (-73.99817 40.604557)"
"09/01/2025 04:00:00 PM","Bay Pkwy (D)","Brooklyn","metrocard","Metrocard - Full Fare","2","0","POINT (-73.99373 40.601875)"
"09/01/2025 04:00:00 PM","25 Av (D)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","4","0","POINT (-73.98683 40.597706)"
"09/01/2025 04:00:00 PM","25 Av (D)","Brooklyn","omny","OMNY - Full Fare","38","9","POINT (-73.98683 40.597706)"
"09/01/2025 04:00:00 PM","Bay 50 St (D)","Brooklyn","omny","OMNY - Seniors & Disability","3","0","POINT (-73.983765 40.58884)"
"09/01/2025 04:00:00 PM","8 Av (N)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","49","0","POINT (-74.01172 40.635063)"
"09/01/2025 04:00:00 PM","Fort Hamilton Pkwy (N)","Brooklyn","metrocard","Metrocard - Full Fare","5","0","POINT (-74.00535 40.631386)"
"09/01/2025 04:00:00 PM","Fort Hamilton Pkwy (N)","Brooklyn","omny","OMNY - Students","1","0","POINT (-74.00535 40.631386)"
"09/01/2025 04:00:00 PM","18 Av (N)","Brooklyn","metrocard","Metrocard - Other","2","0","POINT (-73.99042 40.62067)"
"09/01/2025 04:00:00 PM","18 Av (N)","Brooklyn","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.99042 40.62067)"
"09/01/2025 04:00:00 PM","20 Av (N)","Brooklyn","metrocard","Metrocard - Fair Fare","1","1","POINT (-73.98502 40.61741)"
"09/01/2025 04:00:00 PM","Bay Pkwy (N)","Brooklyn","metrocard","Metrocard - Full Fare","7","1","POINT (-73.98185 40.611816)"
"09/01/2025 04:00:00 PM","86 St (N)","Brooklyn","metrocard","Metrocard - Full Fare","1","0","POINT (-73.97823 40.59272)"
"09/01/2025 04:00:00 PM","5 Av/59 St (N,R,W)","Manhattan","metrocard","Metrocard - Fair Fare","7","0","POINT (-73.97335 40.764812)"
"09/01/2025 04:00:00 PM","111 St (J)","Queens","omny","OMNY - Fair Fare","4","1","POINT (-73.83634 40.69742)"
"09/01/2025 04:00:00 PM","Woodhaven Blvd (J,Z)","Queens","omny","OMNY - Other","3","0","POINT (-73.85158 40.69388)"
"09/01/2025 04:00:00 PM","75 St-Elderts Ln (J,Z)","Queens","metrocard","Metrocard - Fair Fare","1","0","POINT (-73.86714 40.691322)"
"09/01/2025 04:00:00 PM","75 St-Elderts Ln (J,Z)","Queens","omny","OMNY - Full Fare","40","0","POINT (-73.86714 40.691322)"
"09/01/2025 04:00:00 PM","Cleveland St (J)","Brooklyn","metrocard","Metrocard - Fair Fare","2","0","POINT (-73.884636 40.679947)"
"09/01/2025 04:00:00 PM","57 St-7 Av (N,Q,R,W)","Manhattan","metrocard","Metrocard - Full Fare","37","0","POINT (-73.98066 40.764664)"
"09/01/2025 04:00:00 PM","Van Siclen Av (J,Z)","Brooklyn","omny","OMNY - Seniors & Disability","3","0","POINT (-73.891685 40.678024)"
"09/01/2025 04:00:00 PM","Halsey St (J)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","6","0","POINT (-73.91656 40.68637)"
"09/01/2025 04:00:00 PM","Gates Av (J,Z)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","2","0","POINT (-73.92227 40.68963)"
"09/01/2025 04:00:00 PM","Kosciuszko St (J)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","5","0","POINT (-73.92882 40.69334)"
"09/01/2025 04:00:00 PM","Myrtle Av (M,J,Z)","Brooklyn","omny","OMNY - Full Fare","251","10","POINT (-73.93565 40.69721)"
"09/01/2025 04:00:00 PM","Lorimer St (M,J)","Brooklyn","omny","OMNY - Fair Fare","7","0","POINT (-73.94741 40.70387)"
"09/01/2025 04:00:00 PM","Astoria-Ditmars Blvd (N,W)","Queens","omny","OMNY - Fair Fare","10","0","POINT (-73.91203 40.775036)"
"09/01/2025 04:00:00 PM","Astoria-Ditmars Blvd (N,W)","Queens","omny","OMNY - Other","3","0","POINT (-73.91203 40.775036)"
"09/01/2025 04:00:00 PM","Hewes St (M,J)","Brooklyn","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.95343 40.70687)"
"09/01/2025 04:00:00 PM","Bowery (J,Z)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","8","0","POINT (-73.99391 40.72028)"
"09/01/2025 04:00:00 PM","Bowery (J,Z)","Manhattan","omny","OMNY - Seniors & Disability","7","0","POINT (-73.99391 40.72028)"
"09/01/2025 04:00:00 PM","Middle Village-Metropolitan Av (M)","Queens","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.8896 40.711395)"
"09/01/2025 04:00:00 PM","Central Av (M)","Brooklyn","metrocard","Metrocard - Other","1","0","POINT (-73.9274 40.697857)"
"09/01/2025 04:00:00 PM","3 Av (L)","Manhattan","omny","OMNY - Seniors & Disability","5","1","POINT (-73.98612 40.73285)"
"09/01/2025 04:00:00 PM","1 Av (L)","Manhattan","metrocard","Metrocard - Full Fare","12","2","POINT (-73.98163 40.730953)"
"09/01/2025 04:00:00 PM","1 Av (L)","Manhattan","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.98163 40.730953)"
"09/01/2025 04:00:00 PM","1 Av (L)","Manhattan","omny","OMNY - Other","4","0","POINT (-73.98163 40.730953)"
"09/01/2025 04:00:00 PM","Bedford Av (L)","Brooklyn","omny","OMNY - Seniors & Disability","25","0","POINT (-73.95687 40.717304)"
"09/01/2025 04:00:00 PM","Grand St (L)","Brooklyn","metrocard","Metrocard - Other","5","1","POINT (-73.94067 40.711926)"
"09/01/2025 04:00:00 PM","DeKalb Av (L)","Brooklyn","metrocard","Metrocard - Full Fare","5","0","POINT (-73.91843 40.70381)"
"09/01/2025 04:00:00 PM","Spring St (C,E)","Manhattan","omny","OMNY - Fair Fare","7","0","POINT (-74.00374 40.726227)"
"09/01/2025 04:00:00 PM","Bushwick Av-Aberdeen St (L)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","3","0","POINT (-73.90525 40.68283)"
"09/01/2025 04:00:00 PM","Bushwick Av-Aberdeen St (L)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","3","0","POINT (-73.90525 40.68283)"
"09/01/2025 04:00:00 PM","Sutter Av (L)","Brooklyn","omny","OMNY - Full Fare","49","1","POINT (-73.90198 40.66937)"
"09/01/2025 04:00:00 PM","New Lots Av (L)","Brooklyn","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.89923 40.658733)"
"09/01/2025 04:00:00 PM","New Lots Av (L)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","2","0","POINT (-73.89923 40.658733)"
"09/01/2025 04:00:00 PM","East 105 St (L)","Brooklyn","omny","OMNY - Full Fare","20","2","POINT (-73.89948 40.650574)"
"09/01/2025 04:00:00 PM","23 St (R,W)","Manhattan","omny","OMNY - Other","2","0","POINT (-73.98934 40.741302)"
"09/01/2025 04:00:00 PM","Inwood-207 St (A)","Manhattan","metrocard","Metrocard - Other","13","0","POINT (-73.9199 40.868073)"
"09/01/2025 04:00:00 PM","190 St (A)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","9","0","POINT (-73.93418 40.85902)"
"09/01/2025 04:00:00 PM","181 St (A)","Manhattan","metrocard","Metrocard - Full Fare","13","0","POINT (-73.937965 40.851696)"
"09/01/2025 04:00:00 PM","175 St (A)","Manhattan","omny","OMNY - Fair Fare","5","0","POINT (-73.939705 40.84739)"
"09/01/2025 04:00:00 PM","163 St-Amsterdam Av (C)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","7","0","POINT (-73.939896 40.836014)"
"09/01/2025 04:00:00 PM","163 St-Amsterdam Av (C)","Manhattan","omny","OMNY - Other","2","0","POINT (-73.939896 40.836014)"
"09/01/2025 04:00:00 PM","163 St-Amsterdam Av (C)","Manhattan","omny","OMNY - Seniors & Disability","3","0","POINT (-73.939896 40.836014)"
"09/01/2025 04:00:00 PM","155 St (C)","Manhattan","metrocard","Metrocard - Fair Fare","1","0","POINT (-73.94151 40.830517)"
"09/01/2025 04:00:00 PM","135 St (C,B)","Manhattan","metrocard","Metrocard - Fair Fare","1","0","POINT (-73.94765 40.817894)"
"09/01/2025 04:00:00 PM","135 St (C,B)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","2","0","POINT (-73.94765 40.817894)"
"09/01/2025 04:00:00 PM","125 St (A,C,B,D)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","30","0","POINT (-73.95235 40.811108)"
"09/01/2025 04:00:00 PM","116 St (C,B)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","12","0","POINT (-73.95488 40.805084)"
"09/01/2025 04:00:00 PM","116 St (C,B)","Manhattan","omny","OMNY - Other","1","0","POINT (-73.95488 40.805084)"
"09/01/2025 04:00:00 PM","Cathedral Pkwy (110 St) (C,B)","Manhattan","omny","OMNY - Seniors & Disability","17","1","POINT (-73.95816 40.800602)"
"09/01/2025 04:00:00 PM","96 St (C,B)","Manhattan","omny","OMNY - Fair Fare","18","3","POINT (-73.9647 40.79164)"
"09/01/2025 04:00:00 PM","86 St (C,B)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","12","0","POINT (-73.96892 40.78587)"
"09/01/2025 04:00:00 PM","86 St (C,B)","Manhattan","omny","OMNY - Seniors & Disability","21","2","POINT (-73.96892 40.78587)"
"09/01/2025 04:00:00 PM","81 St-Museum of Natural History (C,B)","Manhattan","metrocard","Metrocard - Full Fare","22","2","POINT (-73.972145 40.781433)"
"09/01/2025 04:00:00 PM","81 St-Museum of Natural History (C,B)","Manhattan","metrocard","Metrocard - Seniors & Disability","3","2","POINT (-73.972145 40.781433)"
"09/01/2025 04:00:00 PM","50 St (C,E)","Manhattan","omny","OMNY - Full Fare","694","8","POINT (-73.985985 40.762455)"
"09/01/2025 04:00:00 PM","50 St (C,E)","Manhattan","omny","OMNY - Students","1","0","POINT (-73.985985 40.762455)"
"09/01/2025 04:00:00 PM","23 St (C,E)","Manhattan","omny","OMNY - Fair Fare","15","0","POINT (-73.99804 40.745907)"
"09/01/2025 04:00:00 PM","Canal St (A,C,E)","Manhattan","metrocard","Metrocard - Other","8","0","POINT (-74.005226 40.720825)"
"09/01/2025 04:00:00 PM","Prince St (R,W)","Manhattan","metrocard","Metrocard - Fair Fare","3","0","POINT (-73.9977 40.72433)"
"09/01/2025 04:00:00 PM","High St (A,C)","Brooklyn","metrocard","Metrocard - Full Fare","16","0","POINT (-73.99053 40.699337)"
"09/01/2025 04:00:00 PM","High St (A,C)","Brooklyn","metrocard","Metrocard - Seniors & Disability","2","0","POINT (-73.99053 40.699337)"
"09/01/2025 04:00:00 PM","Kingston-Throop Avs (C)","Brooklyn","metrocard","Metrocard - Full Fare","2","0","POINT (-73.94086 40.67992)"
"09/01/2025 04:00:00 PM","Kingston-Throop Avs (C)","Brooklyn","omny","OMNY - Seniors & Disability","6","0","POINT (-73.94086 40.67992)"
"09/01/2025 04:00:00 PM","80 St (A)","Queens","metrocard","Metrocard - Other","1","0","POINT (-73.85899 40.67937)"
"09/01/2025 04:00:00 PM","88 St (A)","Queens","metrocard","Metrocard - Other","1","0","POINT (-73.85147 40.679844)"
"09/01/2025 04:00:00 PM","111 St (A)","Queens","metrocard","Metrocard - Other","1","0","POINT (-73.83216 40.68433)"
"09/01/2025 04:00:00 PM","Ozone Park-Lefferts Blvd (A)","Queens","metrocard","Metrocard - Other","11","0","POINT (-73.8258 40.68595)"
"09/01/2025 04:00:00 PM","Aqueduct Racetrack (A)","Queens","metrocard","Metrocard - Seniors & Disability","4","0","POINT (-73.83592 40.672096)"
"09/01/2025 04:00:00 PM","Aqueduct Racetrack (A)","Queens","metrocard","Metrocard - Unlimited 30-Day","11","0","POINT (-73.83592 40.672096)"
"09/01/2025 04:00:00 PM","Howard Beach-JFK Airport (A)","Queens","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.8303 40.660477)"
"09/01/2025 04:00:00 PM","Beach 90 St (A,S)","Queens","metrocard","Metrocard - Other","1","0","POINT (-73.813644 40.588036)"
"09/01/2025 04:00:00 PM","Beach 90 St (A,S)","Queens","omny","OMNY - Fair Fare","7","1","POINT (-73.813644 40.588036)"
"09/01/2025 04:00:00 PM","Beach 60 St (A)","Queens","metrocard","Metrocard - Unlimited 30-Day","3","0","POINT (-73.78852 40.592373)"
"09/01/2025 04:00:00 PM","Beach 44 St (A)","Queens","omny","OMNY - Other","1","0","POINT (-73.77602 40.59294)"
"09/01/2025 04:00:00 PM","Beach 25 St (A)","Queens","metrocard","Metrocard - Unlimited 7-Day","1","0","POINT (-73.76135 40.600067)"
"09/01/2025 04:00:00 PM","Far Rockaway-Mott Av (A)","Queens","omny","OMNY - Fair Fare","10","1","POINT (-73.7554 40.603996)"
"09/01/2025 04:00:00 PM","Bedford Park Blvd (B,D)","Bronx","omny","OMNY - Fair Fare","9","0","POINT (-73.88714 40.873245)"
"09/01/2025 04:00:00 PM","Tremont Av (B,D)","Bronx","omny","OMNY - Other","4","0","POINT (-73.90523 40.85041)"
"09/01/2025 04:00:00 PM","170 St (B,D)","Bronx","metrocard","Metrocard - Unlimited 30-Day","4","0","POINT (-73.9134 40.839306)"
"09/01/2025 04:00:00 PM","167 St (B,D)","Bronx","metrocard","Metrocard - Seniors & Disability","2","0","POINT (-73.91844 40.83377)"
"09/01/2025 04:00:00 PM","155 St (B,D)","Manhattan","metrocard","Metrocard - Full Fare","2","0","POINT (-73.93821 40.830135)"
"09/01/2025 04:00:00 PM","Roosevelt Island (F)","Manhattan","metrocard","Metrocard - Full Fare","15","2","POINT (-73.95326 40.759144)"
"09/01/2025 04:00:00 PM","Roosevelt Island (F)","Manhattan","omny","OMNY - Seniors & Disability","19","2","POINT (-73.95326 40.759144)"
"09/01/2025 04:00:00 PM","Lexington Av/63 St (F,Q)","Manhattan","metrocard","Metrocard - Seniors & Disability","5","3","POINT (-73.96611 40.76463)"
"09/01/2025 04:00:00 PM","Lexington Av/63 St (F,Q)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","16","0","POINT (-73.96611 40.76463)"
"09/01/2025 04:00:00 PM","57 St (F)","Manhattan","omny","OMNY - Seniors & Disability","28","4","POINT (-73.97745 40.763973)"
"09/01/2025 04:00:00 PM","47-50 Sts-Rockefeller Ctr (B,D,F,M)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","70","0","POINT (-73.98133 40.758663)"
"09/01/2025 04:00:00 PM","47-50 Sts-Rockefeller Ctr (B,D,F,M)","Manhattan","omny","OMNY - Full Fare","971","16","POINT (-73.98133 40.758663)"
"09/01/2025 04:00:00 PM","47-50 Sts-Rockefeller Ctr (B,D,F,M)","Manhattan","omny","OMNY - Seniors & Disability","38","1","POINT (-73.98133 40.758663)"
"09/01/2025 04:00:00 PM","2 Av (F)","Manhattan","omny","OMNY - Full Fare","537","6","POINT (-73.98994 40.7234)"
"09/01/2025 04:00:00 PM","East Broadway (F)","Manhattan","omny","OMNY - Seniors & Disability","40","1","POINT (-73.99017 40.713715)"
"09/01/2025 04:00:00 PM","York St (F)","Brooklyn","metrocard","Metrocard - Full Fare","19","0","POINT (-73.98675 40.701397)"
"09/01/2025 04:00:00 PM","York St (F)","Brooklyn","metrocard","Metrocard - Seniors & Disability","2","0","POINT (-73.98675 40.701397)"
"09/01/2025 04:00:00 PM","Carroll St (F,G)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","17","0","POINT (-73.99505 40.6803)"
"09/01/2025 04:00:00 PM","Smith-9 Sts (F,G)","Brooklyn","metrocard","Metrocard - Fair Fare","2","0","POINT (-73.99596 40.67358)"
"09/01/2025 04:00:00 PM","Smith-9 Sts (F,G)","Brooklyn","omny","OMNY - Seniors & Disability","9","3","POINT (-73.99596 40.67358)"
"09/01/2025 04:00:00 PM","7 Av (F,G)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","4","0","POINT (-73.98031 40.66627)"
"09/01/2025 04:00:00 PM","15 St-Prospect Park (F,G)","Brooklyn","metrocard","Metrocard - Fair Fare","1","0","POINT (-73.97949 40.660366)"
"09/01/2025 04:00:00 PM","15 St-Prospect Park (F,G)","Brooklyn","omny","OMNY - Seniors & Disability","9","0","POINT (-73.97949 40.660366)"
"09/01/2025 04:00:00 PM","Fort Hamilton Pkwy (F,G)","Brooklyn","omny","OMNY - Full Fare","124","3","POINT (-73.97578 40.650784)"
"09/01/2025 04:00:00 PM","Fort Hamilton Pkwy (F,G)","Brooklyn","omny","OMNY - Seniors & Disability","9","0","POINT (-73.97578 40.650784)"
"09/01/2025 04:00:00 PM","Bay Pkwy (F)","Brooklyn","omny","OMNY - Full Fare","16","4","POINT (-73.975266 40.62077)"
"09/01/2025 04:00:00 PM","Avenue N (F)","Brooklyn","omny","OMNY - Other","2","0","POINT (-73.9742 40.61514)"
"09/01/2025 04:00:00 PM","Avenue U (F)","Brooklyn","omny","OMNY - Full Fare","42","6","POINT (-73.97336 40.59606)"
"09/01/2025 04:00:00 PM","Neptune Av (F)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","1","0","POINT (-73.97457 40.581013)"
"09/01/2025 04:00:00 PM","Jamaica-179 St (F)","Queens","metrocard","Metrocard - Other","18","0","POINT (-73.78381 40.712646)"
"09/01/2025 04:00:00 PM","169 St (F)","Queens","metrocard","Metrocard - Fair Fare","1","0","POINT (-73.7936 40.71047)"
"09/01/2025 04:00:00 PM","Parsons Blvd (F)","Queens","metrocard","Metrocard - Other","3","0","POINT (-73.80333 40.707565)"
"09/01/2025 04:00:00 PM","Parsons Blvd (F)","Queens","metrocard","Metrocard - Seniors & Disability","1","1","POINT (-73.80333 40.707565)"
"09/01/2025 04:00:00 PM","Briarwood (E,F)","Queens","metrocard","Metrocard - Other","5","0","POINT (-73.82057 40.70918)"
"09/01/2025 04:00:00 PM","DeKalb Av (B,Q,R)","Brooklyn","metrocard","Metrocard - Fair Fare","9","0","POINT (-73.98183 40.690636)"
"09/01/2025 04:00:00 PM","DeKalb Av (B,Q,R)","Brooklyn","omny","OMNY - Fair Fare","20","1","POINT (-73.98183 40.690636)"
"09/01/2025 04:00:00 PM","DeKalb Av (B,Q,R)","Brooklyn","omny","OMNY - Full Fare","554","17","POINT (-73.98183 40.690636)"
"09/01/2025 04:00:00 PM","63 Dr-Rego Park (M,R)","Queens","omny","OMNY - Fair Fare","15","2","POINT (-73.8616 40.729847)"
"09/01/2025 04:00:00 PM","Elmhurst Av (M,R)","Queens","omny","OMNY - Fair Fare","20","1","POINT (-73.88202 40.742455)"
"09/01/2025 04:00:00 PM","Northern Blvd (M,R)","Queens","omny","OMNY - Fair Fare","1","0","POINT (-73.906006 40.752884)"
"09/01/2025 04:00:00 PM","36 St (M,R)","Queens","metrocard","Metrocard - Unlimited 7-Day","4","0","POINT (-73.92878 40.75204)"
"09/01/2025 04:00:00 PM","36 St (M,R)","Queens","omny","OMNY - Full Fare","42","0","POINT (-73.92878 40.75204)"
"09/01/2025 04:00:00 PM","Queens Plaza (E,M,R)","Queens","metrocard","Metrocard - Full Fare","11","1","POINT (-73.93724 40.748974)"
"09/01/2025 04:00:00 PM","Jamaica Center-Parsons/Archer (E,J,Z)","Queens","metrocard","Metrocard - Fair Fare","7","2","POINT (-73.80111 40.70215)"
"09/01/2025 04:00:00 PM","Union St (R)","Brooklyn","omny","OMNY - Full Fare","179","0","POINT (-73.98311 40.677315)"
"09/01/2025 04:00:00 PM","21 St (G)","Queens","metrocard","Metrocard - Unlimited 30-Day","2","0","POINT (-73.94972 40.744064)"
"09/01/2025 04:00:00 PM","21 St (G)","Queens","omny","OMNY - Seniors & Disability","3","0","POINT (-73.94972 40.744064)"
"09/01/2025 04:00:00 PM","Greenpoint Av (G)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","11","0","POINT (-73.95445 40.731354)"
"09/01/2025 04:00:00 PM","Nassau Av (G)","Brooklyn","metrocard","Metrocard - Full Fare","9","0","POINT (-73.95128 40.724636)"
"09/01/2025 04:00:00 PM","Nassau Av (G)","Brooklyn","omny","OMNY - Fair Fare","5","0","POINT (-73.95128 40.724636)"
"09/01/2025 04:00:00 PM","Broadway (G)","Brooklyn","omny","OMNY - Seniors & Disability","5","0","POINT (-73.95031 40.706093)"
"09/01/2025 04:00:00 PM","Flushing Av (G)","Brooklyn","omny","OMNY - Seniors & Disability","6","1","POINT (-73.95023 40.70038)"
"09/01/2025 04:00:00 PM","Myrtle-Willoughby Avs (G)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","6","0","POINT (-73.94904 40.69457)"
"09/01/2025 04:00:00 PM","Classon Av (G)","Brooklyn","metrocard","Metrocard - Fair Fare","2","0","POINT (-73.96007 40.688873)"
"09/01/2025 04:00:00 PM","238 St (1)","Bronx","metrocard","Metrocard - Full Fare","4","0","POINT (-73.90087 40.884666)"
"09/01/2025 04:00:00 PM","30 Av (N,W)","Queens","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-73.92148 40.76678)"
"09/01/2025 04:00:00 PM","30 Av (N,W)","Queens","omny","OMNY - Fair Fare","7","0","POINT (-73.92148 40.76678)"
"09/01/2025 04:00:00 PM","137 St-City College (1)","Manhattan","omny","OMNY - Seniors & Disability","22","2","POINT (-73.953674 40.822006)"
"09/01/2025 04:00:00 PM","Cathedral Pkwy (110 St) (1)","Manhattan","omny","OMNY - Other","2","0","POINT (-73.96685 40.803967)"
"09/01/2025 04:00:00 PM","79 St (1)","Manhattan","omny","OMNY - Full Fare","462","20","POINT (-73.97992 40.783936)"
"09/01/2025 04:00:00 PM","50 St (1)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","54","0","POINT (-73.98385 40.761726)"
"09/01/2025 04:00:00 PM","34 St-Penn Station (1,2,3)","Manhattan","omny","OMNY - Full Fare","2,141","21","POINT (-73.99106 40.750374)"
"09/01/2025 04:00:00 PM","36 St (D,N,R)","Brooklyn","metrocard","Metrocard - Fair Fare","12","1","POINT (-74.00355 40.655144)"
"09/01/2025 04:00:00 PM","36 St (D,N,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","1","0","POINT (-74.00355 40.655144)"
"09/01/2025 04:00:00 PM","23 St (1)","Manhattan","metrocard","Metrocard - Full Fare","10","2","POINT (-73.99566 40.74408)"
"09/01/2025 04:00:00 PM","18 St (1)","Manhattan","metrocard","Metrocard - Full Fare","2","0","POINT (-73.99787 40.74104)"
"09/01/2025 04:00:00 PM","18 St (1)","Manhattan","omny","OMNY - Seniors & Disability","11","0","POINT (-73.99787 40.74104)"
"09/01/2025 04:00:00 PM","Houston St (1)","Manhattan","metrocard","Metrocard - Full Fare","12","0","POINT (-74.00536 40.728252)"
"09/01/2025 04:00:00 PM","Canal St (1)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","8","0","POINT (-74.00628 40.722855)"
"09/01/2025 04:00:00 PM","Franklin St (1)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","23","0","POINT (-74.00689 40.71932)"
"09/01/2025 04:00:00 PM","WTC Cortlandt (1)","Manhattan","metrocard","Metrocard - Other","9","0","POINT (-74.01219 40.711834)"
"09/01/2025 04:00:00 PM","WTC Cortlandt (1)","Manhattan","omny","OMNY - Other","9","0","POINT (-74.01219 40.711834)"
"09/01/2025 04:00:00 PM","Wall St (2,3)","Manhattan","metrocard","Metrocard - Fair Fare","6","0","POINT (-74.0091 40.70682)"
"09/01/2025 04:00:00 PM","Wall St (2,3)","Manhattan","metrocard","Metrocard - Seniors & Disability","2","0","POINT (-74.0091 40.70682)"
"09/01/2025 04:00:00 PM","Clark St (2,3)","Brooklyn","omny","OMNY - Fair Fare","5","0","POINT (-73.99309 40.697468)"
"09/01/2025 04:00:00 PM","Hoyt St (2,3)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","14","0","POINT (-73.98506 40.690544)"
"09/01/2025 04:00:00 PM","Nevins St (2,3,4,5)","Brooklyn","metrocard","Metrocard - Seniors & Disability","2","0","POINT (-73.98049 40.688248)"
"09/01/2025 04:00:00 PM","Bergen St (2,3)","Brooklyn","omny","OMNY - Fair Fare","4","0","POINT (-73.9751 40.68083)"
"09/01/2025 04:00:00 PM","Grand Army Plaza (2,3)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","9","0","POINT (-73.97105 40.675236)"
"09/01/2025 04:00:00 PM","Kingston Av (3)","Brooklyn","metrocard","Metrocard - Seniors & Disability","2","0","POINT (-73.94216 40.6694)"
